record_id,name,wikidata_id,birth_year,birth_date_en,birth_date_fr,birth_place,death_year,death_date_en,death_date_fr,death_place,last_name,first_name,gender,father,mother,family_details,discipline,education,student_of,prize_year,prize_details,subject_of_prize,arrival_year,rome_arrival_details,rome_stay_details,departure_year,rome_departure_details,envoi,career,appointments,awards,notes,century,regime,supervision,secretary_beaux_arts,director_academy,salons_expositions,representative_works,bibliography
1055,Gabriel Prieur,Q3093914,1806,21 August 1806,21 août 1806,La Ferté-Gaucher (Seine-et-Marne),1879,22 May 1879,22 mai 1879,Paris,PRIEUR,Romain-Étienne-Gabriel,male,"Jean-Étienne, serrurier.",,"Grand-père : serrurier (cousins marchands épiciers, marchands bonnetiers, horlogers)",paysage historique,"Atelier Victor Bertin (élève de Valenciennes, à l’origine du Prix de Rome de Paysage historique). École royale et spéciale des beaux-arts.",Édouard Bertin,1833,1833,Ulysse et Nausicaa,1834,7 janvier 1834. Pension à dater du 1er janvier 1834.,Voir Envois,1838,31 décembre 1838,"1834, 1ère année | Vue prise près de Tivoli, sur la route de Subiaco.","Il retourne à Rome après 1841 et travaille également en Suisse. Il fait de nombreux paysages, «Vues prises» de nombreux endroits dans la région parisienne et dans les environs de Rome. Membre de la Fondation Taylor.",,Médaille de troisième classe au Salon de 1842. Médaille de seconde classe en 1845,,XIX,"Monarchie de Juillet : Louis-Philippe, 30 juillet 1830-24 février 1848",Ministère du commerce et des travaux publics. Division des Beaux-arts : Cavé. Premier Bureau : Dumont,Quatremère de Quincy (1816-1839),"Horace Vernet, (1829-1834). Villa Médicis",Il participe aux salons de 1831 à 1876 et à l’Exposition universelle en 1878.,,"Bénézit. Harambourg, Lydia. | Dictionnaire des peintres paysagistes français au XIXe siècle. Neuchâtel, Ides et Calendes, 1985. | Guérin, Louis, Notes sur le peintre Gabriel Prieur . Le Brossillon, Courcy aux Loges, 1996."
1056,Henri Prost,Q3131856,1874,25 February 1874,25 février 1874,Saint-Denis (Seine Saint-Denis),1959,17 July 1959,17 juillet 1959,Paris,PROST,Léon-Eugène-Henri,male,"Henri, employé",Aimée Gobert,,architecture,École spéciale d’architecture.École nationale des beaux-arts de Paris en 1893.,Marcel-Noël Lambert,1902,1902,Une imprimerie nationale,1902,29 décembre 1902. Pension à dater du 1er janvier 1903,"Voyage à Constantinople, relevé de Sainte-Sophie.",1906,3 décembre 1906,"1904, 1ère année | Détails du Théâtre de Marcellus. Mosaïques. 2 feuilles.Bas-relief. 2 feuilles. | 1905, 2ème année. | Base de la Colonne Trajane. Tombeau de Sixte IV au Vatican. | Tombeau d’Innocent VIII au Vatican. Mihrab à Karaman, XIVe siècle. | Mosquée Ibrahim, Turquie (non identifiée par Pierre Pinon). | 1906, 3ème année. | Plans de Sainte-Sophie de Constantinople. | 1907, 4ème année. | Sainte-Sophie. Mémoire et 30 dessins.","Architecte D.P.L.G,. Membre de la S.A.D.G. 1902. Premier prix au concours pour l’extension d’Anvers, 1910. Président fondateur de la Société française des urbanistes en 1912. | Architecte en chef du Protectorat du Maroc, appelé par Liautey en 1913.. Il a une agence à Rabat. Architecte des Chemins de fer du Maroc. Construit la Résidence générale à Rabat en 1917-1921. Aménagements urbains et constructions au Maroc entre 1917 et 1936. Plan d’aménagement des Hauts d’Alger , 1932-1936. Nommé Urbaniste d’Istanbul par Kemal Ataturk en 1936, il réalise des travaux d’aménagement urbain en Turquie entre 1936 et 1959. Travaux en Egypte et en Tunisie. | Membre de la Société centrale des architectes en 1930 ; membre du Conseil en 1935 et 1936, président en 1936, 1937 et 1938. Membre de l’Académie d’architecture en 1953. Architecte en chef des bâtiments civils et palais nationaux, Membre du Comité consultatif d’architecture de la Seine de 1931 à 1936. Architecte en chef du comité supérieur d’ aménégement de la Région parisienne, 1932. Censeur du Conseil de l’Ordre et de la commission des sites du département de la Seine. | Membre du Conseil des bâtiments de France. Membre du Conseil supérieur des beaux-arts. Sociétaire de la Fondation Taylor, membre du Comité 1954. | Président de la section française de l’Union internationale des architectes. Membre de l’Académie d’architecture et de l’Académie des sciences d’Outre-mer.","Directeur de l’École spéciale d’architecture, 1929-1956.","Médaille d’honneur Salon des artistes français, 1911. | Chevalier de la Légion d’honneur 1929. Officier de la Légion d’honneur, 1932. Commandeur. Chevalier des Palmes académiques. Commandeur des arts et lettres. Ordres étrangers. | Membre de l’Académie des Beaux-arts : élu le 20 juin 1933, 3ème section, fauteuil VIII.",,XX,"IIIème République. Président : Émile Loubet, 18 février 1899-19 février 1906",Ministère de l’Instruction publique. Direction des Beaux-arts : Roujon. Bureau de l’enseignement des arts : Crost,Louis Larroumet (1898-1903),"Eugène Guillaume, (1891-1904). Villa Médicis","Sociétaire du Salon des artistes français, hors-concours.",,"AJ 52 410. | Séassal, Roger, Notice sur la vie et les travaux de Henri Prost, | n°17, juin 1933. Paris : Institut de France, 1933. | Carlu, Jacques, Discours pour les funérailles de Henri Prost, | 20 juillet 1959. Paris : Institut de France, 1959. | Hautecœur, Louis, L’œuvre d’Henri Prost, Architecture et urbanisme, Paris : Académie d’architecture,1960. | «Henri Prost», Colonnes n°21, février 2001. | «Henri Prost», Centre d’architecture du XXe siècle, 343 AA . | Martinon, Jean-Pierre, Éducations et carrières d’architectes. Grands prix de Rome, École d’architecture de Paris-Conflans, 1989. | Pinon, Pierre, Amprimoz, François-Xavier, Les envois de Rome (1778-1968). Architecture et archéologie. Collection de l’école française de Rome, 110, Palais Farnese, 1988."
1057,Jacques Prou,Q14515305,1655,1655,1655,Paris,1706,6 March 1706,6 mars 1706,Paris (aux Gobelins),"PROU, le jeune",Jacques II,male,"Jacques Prou (1620-1683), menuisier ordinaire du Roi",Marie Enguerrand (10 enfants).,"Jacques Prou le jeune, épouse le 16 février 1681 Suzanne Tuby, fille du sculpteur Jean-Baptiste Tuby. Leur témoin est Charles Le Brun. Ils ont 8 enfants.",sculpture,Académie royale de peinture et de sculpture en 1672,Sébastien Bourdon,1674,"1674 27 octobre, 1er prix. Médaille d’or de 100 livres.",Création d’Adam et Eve,1676,Septembre 1676,"Envoyé à Rome en remplacement de Jacques Jouvenet, décédé à Rome en 1674 (Note 1). Pension prolongée par Colbert. Il copie le Joueur de flûte en marbre.",1679,Juillet 1679,,"Agréé le 31 août 1680. Académicien (27 juin 1682, morceau de réception : La Sculpture et la Peinture se consultant sur un portrait de Louis XIV). Sculpteur du roi et valet de chambre de Monsieur. Logé aux Gobelins.","Adjoint à professeur (1695), professeur (1704)",,"1) Lapauze met en garde contre une confusion possible entre le peintre Prou -de Blois- arrivé en 1672 avec le 4ème prix et Jacques Prou, premier Prix de sculpture en 1674. C’est Alaux qui entretient cette confusion en inscrivant sur la liste « PROU (Jacques) de Blois, sc. 1er prix 1674». | 2) Cf. G.Bresc-Bautier, « La sculpture du parc de Marly », fiche du Louvre, 5. 38.",XVII,Louis XIV (1661-1715),Colbert (1664-1683),Charles Errard (1675-1684). Second directorat. Palais Caffarelli,,Salon de1704,"Versailles de 1681 à 1683 (Un des sculpteurs de Figures des Muses et des allégories au Gouvernement , aux Sciences et aux Arts pour la façade sur le parterre du Midi, et de Figures des couples célèbres de l’Antiquité ou de la mythologie pour celles de l’Orangerie) à Marly (Amphitrite pour le Bassin des Carpes en 1704) (Note 2) et aux Invalides.","P.V. tome II, 46-47 et 94. Corr. I, 65. Jal (notice 1010). Herluison, 363, O. Fidière. Lami, 1, 415-417. Sanchez, 1398-1399. Thomassin (Corr. II, 106). | Souchal, François, French Sculptors of the 17th and 18th centuries. The Reign of Louis XIV, Londres, Faber and Faber, 1977-1993, notice, vol. III, 179 et arbre généalogique. | Verdier, Thierry, Augustin-Charles d’Aviler, architecte du roi en Languedoc -1653-1701, presses du Languedoc, 2003. (Prou est cité dans l’ouvrage)."
1058,Jean-Louis Provost,Q3166943,1781,27 October 1781,27 octobre 1781,Paris,1850,1850,1850,Paris,PROVOST,Jean-Louis,male,,,,architecture,"École nationale de peinture, de sculpture et d’architecture de Paris (promotion 1803)",Charles Percier,1811,1811 Brevet : 5 octobre 1811.,Un palais pour l’Université,1812,1812,Voir Envois,1815,31 décembre 1815,"1814, 3ème année | Temple de Jupiter Tonnant à Rome. État actuel et détails. 4 dessins.","Architecte du Roi en 1820. | Membre de la Commission Montalivet, 1831. | Architecte de la Chambre des Pairs en 1834. | Architecte du Gouvernement.",,,,XIX,"Premier Empire : Napoléon 1er, 18 mai 1804-4 avril 1814","Ministère de l’Intérieur, 3e division : Barbier-Neuville. Bureau des beaux-arts : Amaury-Duval",Joachim Lebreton (1803-1815),"Guillaume Guillon-Lethière, (1807-1816). Villa Médicis.",,,"Archives de Paris, reconstitution d’État-civil. Lance. | Martinon, Jean-Pierre, Éducations et carrières d’architectes. Grands prix de Rome, École d’architecture de Paris-Conflans, 1989. | Pinon, Pierre, Amprimoz, François-Xavier, Les envois de Rome (1778-1968). Architecture et archéologie. Collection de l’école française de Rome, 110, Palais Farnese, 1988."
1059,Denys Puech,Q3023427,1854,3 December 1854,3 décembre 1854,Gavernac (Aveyron),1942,9 December 1942,9 décembre 1942,Rodez (Aveyron),PUECH,Denys-Pierre ou Pierre-Denis,male,"Jean, agriculteur pauvre. Propriétaire d’une petite ferme.",Rose Guibert,"Un frère, Louis, avocat, député de l’Aveyron.",sculpture,"Apprenti marbrier à 13 ans à Rodez en 1870. | Atelier Feugère, ornemaniste à Paris en 1872. | École nationale des beaux-arts de Paris, 17 mars 1873. Admis en 1875.","Henri Chapu, François Jouffroy, Jean-Alexandre Falguière",1884,1884,Mézence blessé,1885,30 janvier 1885. Pension à dater du 1er janvier 1885,Voir Envois,1888,31 décembre 1888,"1885, 1ère année | La Seine. | 1886, 2ère année. | La Muse d’André Chénier. Figure de jeune fille. | 1887, 3ème année. | Pas d’envoi. | 1888, 4ème année. | Une Syrène ailée enlève un jeune homme sur ses épaules.",Il reçoit des commandes officielles. | Le musée Denys Puech est inauguré à Rodez en 1910.,Professeur à l’Académie Julian en 1894. | Directeur de l’Académie de France à Rome de 1921 à 1933.,"Médaille de troisième classe en 1884. Médaille de seconde classe en 1889. Médaille de première classe en 1890. Grand-prix à l’Exposition universelle de 1900. Hors-concours. | Chevalier de la Légion d’honneur en 1892. Officier en 1899. Commandeur en 1908. | Membre de l’Académie des Beaux-arts : élu 1er avril 1905, 2ème section, fauteuil I.",,XIX,"IIIème République. Président : Jules Grévy, 30 septembre 1879-2 décembre 1887",Ministère de l’Instruction publique. Direction des beaux-arts : Kaempfen. Bureau de l’enseignement des arts : Crost,Henri Delaborde (1874-1898),"Louis Cabat, (1879-1884). Villa Médicis.",Sociétaire de la Fondation Taylor. Salon de la Société coloniale des artistes français 1913.,"Monument à Cabrol à Decazeville en 1895. | Monument à la Victoire à Rodez après la première Guerre mondiale, en 1925.","AJ 52 328. Bénézit, Joseph. Pierre Sanchez. | Niclausse, Paul, Institut de France. Académie des beaux-arts. Notice sur la vie et les œuvres de Denys Puech, 1854-1942, lue dans la séance du 13 mai 1944, Paris, Firmin-Didot, 1944. | «Denys Puech», Catalogue Musée Puech Rodez, 1993."
1060,Paul Puget,Q2061732,1848,25 June 1848,25 juin 1848,Nantes (Loire Atlantique),1917,14 March 1917,14 mars 1917,Paris,"PUGET, CURET dit",Paul-Charles-Marie,male,"Henri, ténor marseillais réputé",,,composition musicale,Conservatoire de musique de Paris,"Professeurs : Victor Massé (composition), Antoine Marmontel (piano)",1873,1873,Cantate Mazzeppa,1874,26 janvier 1874. Pension à dater du 1er janvier 1874,Voir Envois,1877,31 décembre 1877,"1874, 1ère année | Symphonie. Te Deum. Copie d’un Psaume à 8 voix d’Allegri. | 1875 et 1876, 2ème et 3ème années. | Ouverture de Macbeth. Ode de Jean-Baptiste Rousseau | 1877, 4ème année. | Le Prince Noir. Opéra en un acte.",Chef des chœurs de l’Opéra de Paris en 1900.Il compose pour le théâtre. Il fait également des compositions instrumentales.,,Chevalier de la Légion d’honneur,,XIX,"IIIème République. Président : Mac-Mahon, 25 mai 1873-30 janvier 1879",Ministère de l’Instruction publique et des cultes. Direction des beaux-arts : Marquis de Chennevières. Bureau des beaux-arts : Alexandre,Charles-Ernest Beulé (1862-1874),"Jules-Eugène Lenepveu, (1873-1878). Villa Médicis.",Vice président du Salon des musiciens français.,"Dès 1869, il écrit un opéra-bouffe en 1 acte, le Maître danseur. Il présente Le Signal, opéra en 1 acte à l’ Opéra comique en 1886 ; Beaucoup de bruit pour rien, drame lyrique, en 1899 ; Lorenzaccio, au théâtre de la Renaissance en 1896.","Site ""Musica et memoria"", Denis Havard de la Montagne. | Pierre, Constant, Le Conservatoire national de musique et de déclamation : documents historiques et administratifs, Paris : Imprimerie nationale, 1900."
1061,Gabriel-Pascal Quidor,Q106519814,1875,July 1875,1er juillet 1875,Paris,1928,1928,1928,,QUIDOR,Gabriel-Pascal,male,"Joseph, cordonnier","Denise-Marguerite Chaudron, marchande de poissons",,gravure en taille-douce,École du livre. École nationale des beaux-arts de Paris,"Jules Jacquet, Jean-Léon Gérôme, Henri-Joseph Dubouchet.",1900,1900,Académie gravée d’après nature,1900,30 décembre 1900. Pension à dater du 1er janvier 1901,Voir Envois,1904,31 décembre 1904,"1901, 1ère année | Étude d’enfant. Étude de vieille femme. | 1902, 2ème année. | Figure de femme. Gravure. Portrait d’après Vélasquez. | 1903, 3ème année. | Deux dessins d’après nature. Gravure d’après le Titien. | 1904, 4ème année. | Dessin d’après l’antique. Jeune fille à genoux. Dessin d’après nature. | Préparation d’une gravure d’après le Crucifiement de Tintoret.",Graveur,,Mention honorable en 1893. Médaille de bronze à l’exposition universelle de1900. Médaille de troisième classe en 1907. Médaille de seconde classe en 1908. Médaille de première classe en 1911. Hors-concours.,,XX,"IIIème République. Président : Émile Loubet, 18 février 1899-19 février 1906",Ministère de l’Instruction publique. Direction des Beaux-arts : Roujon. Bureau de l’enseignement des arts : Crost,Louis Larroumet (1898-1903),"Eugène Guillaume, (1891-1904). Villa Médicis",Il participe au Salon de artistes français depuis 1893.,,"Acte de naissance n°1539, archives de Paris.AJ 52 316. Bénézit, Schurr, Joseph. | Delaporte, Michel, «Dessinateur d’horizons pour l’artillerie, dans l’Infanterie coloniale», in «La mémoire de 1914-1918», l’Humanité, 10 novembre 2008."
1062,Henri Rabaud,Q503861,1873,10 November 1873,10 novembre 1873,Paris,1949,11 September 1949,11 septembre 1949,Neuilly-sur-Seine (Hauts de Seine),RABAUD,Henri-Benjamin,male,"Hippolyte, violoncelliste, professeur au Conservatoire.","Juliette Dorus, cantatrice","Famille musicienne connue. Grand-père : Louis van Steenkiste-Dorus, célèbre flûtiste",composition musicale,"Études lycée Condorcet, 1891. Conservatoire national supérieur de musique de Paris.","Professeurs : André Gedalge (fugue et contrepoint), Jules Massenet (composition), Antoine Taudou (harmonie).",1894,1894,Cantate Daphné,1895,En janvier 1895. Pension à dater du 1er janvier 1895,Voir Envois,1898,31 décembre 1898,"1895, 1ère année | Quatuor à cordes. | Six pièces pour chant avec accompagnement d’orchestre. | 1896, 2ème année. | Symphonie n°2 en mi mineur. Oro Supplex, motet. | Copie d’un Magnificat de Claude Goudimel, (1557). | 1897, 3ème année. | Job, oratorio. Ouverture symphonique. | 1898, 4ème année. | Psaume IV, pour chœurs, soli et orchestre. | Copie de la Missa pro Defunctis d’Étienne Mouliné, 1636.","Membre de la Société des compositeurs de musique, 1896-1906. Chef d’orchestre à l’Opéra et à l’Opéra-Comique de 1908 à 1914. Il prend la tête de l’Orchestre symphonique de Boston en 1918. | Il fait partie du Comité professionnel de la musique du gouvernement de Vichy en 1943-1944, avec Jacques Thibaud, Germaine Lubin et Marguerite Long.",Il remplace Gabriel Fauré comme directeur du Conservatoire de Paris 1920-1941 (Note 1).Il publie une Méthode complète de violoncelle.,"Élu à l’Académie de beaux-arts en 1918, 5ème section, fauteuil III. Président en 1927. | Chevalier, officier, Commandeur de la Légion d’honneur. | Officier de l’ordre de l’Étoile Polaire (Suède). Commandeur de l’Ordre de Ferdinand de Roumanie. Commandeur de l’Ordre de de Saint-Sava (Serbie). Grand officier de l’ordre de la couronne (Belgique).","1) Le 14 octobre 1940, Henri Rabaud traite directement avec les autorités allemandes pour fait exclure les professeurs juifs du Conservatoire et, avant son départ du poste de directeur, il dresse la liste des étudiants juifs qui seront exclus du concours en 1941 et du Conservatoire en 1942. Cf. Jean-Marc Warszawski, musicologie.org, septembre 2006.",XIX,"IIIème République. Président : Casimir Périer, 25 juin 1894-15 janvier 1895",Ministère de l’Instruction publique. Direction des Beaux-arts : Roujon. Bureau de l’enseignement des arts : Crost,Henri Delaborde (1874-1898),"Eugène Guillaume, (1891-1904). Villa Médicis",,"Des pièces pour le théâtre (La fille de Roland, 1904 ; L’Appel de la mer, 1924 ; Marouf, savetier du Caire, 1934 ; Roland et le mauvais garçon, 1934 ; Martine, 1947 ; le Jeu de l’amour et du hasard, 1948). Des musiques de film, Le miracle et les loups, de Raymond Bernard, 1924 ; Le joueur d’échecs, de Raymond Bernard,drame filmé, projeté à l’Opéra, 1925.","Grove AJ 37. | Max d’Olonne, Henri Rabaud, sa vie, son œuvre, Paris : Heugel, 1958. | Alviset, Josette, Callu, Agnès, Chimenes, Myriam, La vie musicale sous Vichy, Bruxelles, Paris, Éd. Complexe, 2001, p.26."
1063,Nicolas Rabon,Q3340712,1644,12 July 1644,12 juillet 1644,Paris (Paroisse de Saint-Eustache),1686,25 February 1686,25 février 1686,Ermont (Val d’Oise),"RABON, fils",Nicolas,male,"Pierre né au Havre (1619-1684), peintre du roi, académicien en 1660, conseiller de l’Académie royale.","Louise Gomboust, « demoiselle suivante d’une grande dame »","Nicolas épouse Marie Conneaux, fille de notaire, le 16 juillet 1682. | Un frère, Guillaume, curé de la paroisse d’Ermont (Val d’Oise).",peinture,Académie royale de peinture et de sculpture en 1665,"Pierre Rabon, son père",1667,27 février 1667 premier prix.(seul concurrent),"Rachat fait par le Roi sur les côtes d’Afrique, des esclaves chrétiens de toutes les nations.",1668,1668,"Il fait un carton de tapisserie d’après Raphaël, Histoire de Constantin : La Vision. Il est autorisé à se rendre en Lombardie avec Bon Boullongne l’aîné, le 24 février 1673 pour plusieurs mois.",1673,Février 1673.,,"Agréé le 30 mars 1677. Académicien (5 juillet 1681, morceau de réception : L’Académie de Rome recherchant Monsieur Le Brun pour son Prince). | Il meurt à 42 ans.",,,,XVII,Louis XIV (1661-1715),Colbert (1664-1683),,"Charles Errard, (1666-1672). Casa Saraca, Salita Sant’Onofrio.",,,"PV. I, 313-314. Corr I 13. Inventaire de salita San Onofrio du mois d’août 1673. Jal (notice 1030). | O. Fidières, État-civil des peintres et sculpteurs de l’Académie royale. Billets d’enterrement de 1648 à 1713, Paris, Ed. Charavay frères, 1883. | «Les peintres du Roi 1648-1793» Catalogue Tours 2000 (R 110)."
1064,Claude Ramey,Q2978042,1754,29 October 1754,29 octobre 1754,Dijon (Côte-d’Or),1838,4 June 1838,4 juin 1838,Paris,"RAMEY, père",Claude,male,"Jean Ramey, maître cabaretier",Claudine Légeret,"Claude est marié à Marie-Magdeleine Jomarien. Ils ont un fils, Jules Ramey (1796-1852), Grand prix de Rome de sculpture en 1815 et membre de l’Institut en 1828.",sculpture,Maître à Dijon : François Devosge. | Académie royale de peinture et de sculpture. | Prix de quartier :1781(1M).,"Étienne-Pierre Gois, père",1782,31 août 1782 1er prix. Brevet du 8 septembre 1782. Envoyé à Rome aux frais des États de la province.,Parabole du Samaritain,1783,Janvier 1783,Ramey copie le Tireur d’épine.,1786,Octobre 1786,"1783, 1ère année | Académie modelée d’après nature. | 1786, 3ème année. | Académie modelée d’après nature",Il fait partie du Jury des Arts composé par David en 1793.,,Élu le 24 août 1816 membre de l’Institut (Académie des Beaux-arts au Fauteuil V-2ème section). | Chevalier de la légion d’honneur en 1824.,,XVIII,Louis XVI (1774-1792),Comte d’Angiviller (1774-1791),,"Louis-Jean-François Lagrenée l’aîné, (1781-1787). Palais Mancini.","Salons de 1793, 1796, 1801, 1804, 1810, 1817, 1819, 1824, 1827.","Il travaille au Panthéon (Le génie des vertus héroïques, pendentif de la coupole), au Sénat (buste de Scipion l’africain), à l’Arc de triomphe du Carrousel (Entrevue des deux Empereurs, bas-relief, 1805) et au Palais du Luxembourg et à la colonne de la Grande Armée (bas-reliefs). Il reçoit des commandes officielles sous l’Empire (Napoléon en costume de sacre, 1813) et à la Restauration. En 1828, il fait la statue du Cardinal de Richelieu pour la ville de Richelieu.","Acte de baptême de Claude Ramey du 29 octobre 1754. Archives municipales de Dijon (5 mi 9 R 65). | PV. IX, 103. Corr. XIV, 259. Lami, 2, 278-281. Sanchez, 1415-1416. | Le Comte de Franqueville, Le premier siècle de l’Institut de France, 23 octobre 1795-24 octobre 1895; Paris : Rotschild, 1895-1896, p.190, n°319. (Notice lue par Raoul-Rochette, en 1842)"
1065,Étienne-Jules Ramey,Q2466214,1796,24 May 1796,24 mai 1796,Paris,1852,29 October 1852,29 octobre 1852,Paris,RAMEY,Étienne-Jules,male,"Claude Ramey, (1754-1838) Grand prix de sculpture en 1782",Marie-Madeleine-Judith Jomarien,,sculpture,"École nationale de peinture, de sculpture et d’architecture de Paris août 1814",Claude Ramey père,1815,1815Brevet du 28 octobre 1815. Il est âgé de 19 ans.,Ulysse reconnu par son chien,1816,10 janvier 1816. Pension à dater du 1er janvier 1816,Il est membre de la Société Cipollésienne (Note 1).,1819,31 décembre 1819,"1817, 2ème année | Hector lançant une énorme pierre sur les retranchements des grecs. | 1818, 3ème année. | L’Innocence. Statue en marbre. Thésée et le Minotaure.",Sculpteur,Il dirige un atelier privé entre 1837 et 1847 avec Augustin Dumont. | Professeur à l’école des Beaux-arts de Paris ; il remplace Pierre Cartellier.,"Médaille au Salon de 1827. | Membre de l’Académie des Beaux-arts : élu le 6 septembre 1828, 2ème section, fauteuil II. Rapporteur, 1830.Vice-président en 1845. Président en 1846.","1) Société créée le 20 juin 1818, à l’initiative de plusieurs pensionnaires (Cortot, Huyot, Schnetz, Roll, Langlois, Petitot, Caristie, Coiny et Seurre) invités à la campagne par Thévenin. Le nom vient de «cipolla» (oignon). Les réunions avaient lieu à Rome et à Paris (Voir Lapauze, tome II, p.150)",XIX,"Restauration : Louis XVIII, 6 avril 1814-28 août 1824","Ministère de l’Intérieur, 2e Direction : Barbier-Neuville. Bureau des sciences et beaux-arts : Grille (Pas de changement pendant les Cent jours selon Brunel)",Joachim Lebreton (1803-1815),"Guillaume Guillon-Lethière, (1807-1816). Villa Médicis.","Salons de 1822, 1824, 1827.","Thésée combattant le Minotaure, Jardin des Tuileries, Paris, 1826 ; la Porte d’Aix à Marseille (avec David d’Angers) 1828-1839 ; l’Arc de triomphe de Marseille, 1837 ainsi que des statues pour l’église de la Madeleine, Saint-Luc et l’église de Saint-Vincent de Paul, Saint-Pierre et Saint-Paul, à Paris.","Bénézit, Lami. | Raoul-Rochette, Dumont, A., Funérailles de M. Ramey le dimanche 31 octobre 1852, Institut national de France, Académie des beaux-arts, Paris : Firmin Didot frères, 1852 | Institut de France, Raoul Rochette, Notice de Étienne-Jules Ramey, Paris : Firmin Didot frères, 1853. | Kjellberg, Pierre, Le nouveau guide des statues de Paris, Paris, Bibliothèque des arts, 1988."
1066,Jacques Ramondot,Q99768385,1928,21 May 1928,21 mai 1928,Paris,1999,21 June 1999,21 juin 1999,Paris,RAMONDOT,Jacques,male,André,Suzanne Paulin,,gravure en taille-douce,"École nationale supérieure des Beaux-Arts, 1e octobre 1948","Démétrios Galanis, Robert Cami, Édouard Gœrg",1954,1954,La Belle et la bête,1955,5 mars 1955. Pension à dater du 1er janvier 1955,Voir Envois,1958,30 avril 1958,"1956, 2ème année | Nombreuses études à Venise. | Portrait de femme d’après nature. Eau-forte | Suite d’illustrations sur des textes de Thomas Mann(La Mort à Venise) et l’Arbre de la mort de Truman Capote (esquisses). | 1957, 3ème année. | Six gravures pour l’Hérésiarque d’Apollinaire. | Deux gravures pour l’Arbre de la mort de Truman Capote. | 1958, 4ème année. | Illustrations abondantes de Guillaume Apollinaire(L’Hérésiarque etc.).Paysages. Calle Nera, Mort à Venise. | Comme une pierre sur le ciel. Le poisson vénitien. Monsieur Léon.","Vice-président de la Société des peintres graveurs français 1978. Président du Comité national de la gravure française, du Comité national du livre illustré. Sociétaire du «Trait», de «Pointe et burin», de «l’Estampe».Membre du jury de la Biennale de Paris, 1963.",Professeur chef d’atelier gravure et dessin à l’École des Beaux-Arts de Rouen depuis 1959,Prix Fénéon 1963,,XX,"IVème République. Président : René Coty, janvier 1954-décembre 1958",Ministère de l’Éducation nationale. Secrétaire d’État aux Beaux-Arts : André Cornu. Direction générale des arts et lettres : Jacques Jaujard. Direction des arts plastiques. Enseignement et production artistique : Marcel Mortreux,Adolphe Boschot (1937-1955),"Jacques Ibert 2, (1944-1961). Villa Médicis.","Ses expositions : Château de Lourmarin, fondation Vibert, 1961-1962 ; Galerie Kieffer, 1967 ; Galerie des peintres-graveurs 1969, 1972 ; Musée des beaux-arts du Havre, 1973-1974 ; Grande galerie Aître Saint-Maclou à Rouen ; École des beaux-arts de Rouen, 1996. Il participe au Salon de la Marine, aux Biennales de l’estampe, au Salon de Mai, à la Biennale internationale de l’estampe. Il participe également à de nombreuses expositions de groupe de 1958 à sa mort.",,"AJ 52 1198. Nouvelles de l’Estampe. Dossier bibliothèque Kandinsky. Bénézit. | Testanière, Geneviève, Ramondot : gravures. Musée des Beaux-arts, Le Havre, 28 novembre 1973-6 janvier 1974, Le Havre, Musée des Beaux-arts, 1974."
1067,Jean Raon,Q15039022,1630,4 July 1630,4 juillet 1630,Paris,1707,4 April 1707,4 avril 1707,Paris (aux galeries du Louvre),RAON,Jean,male,"Jean, maître maçon à Paris",Charlotte de la Carrière,"Grand-père : Jean, tailleur de pierre à Paris. | Le pensionnaire a épousé Geneviève Le Cœur, fille d’un maître chandelier, le 22 février 1661. Ils ont 3 enfants dont Jean-Melchior.",sculpture,"Reçu à l’Académie de Saint-Luc en 1659. Lorsqu’il part à Rome, il est déjà marié avec 2 enfants.",,1666,1666 Sans prix. Brevet du 21 avril 1666.,,1666,1666,"Dans le recensement des âmes de 1667, il est inscrit Joannes Rouin, Gallus, 32 ans.",1669,Il reste à Rome jusqu’en 1669.,,"Agréé le 5 juillet 1670. Académicien (26 mars 1672, morceau de réception : Saint-Luc). Il travaille à Marly, à Meudon et aux Invalides. Il obtient un logement dans les galeries du Louvre (1694).","Professeur-adjoint (1675), professeur (1690)",,,XVII,Louis XIV (1661-1715),Colbert (1664-1683),,"Charles Errard, (1666-1672). Casa Saraca, Salita Sant’Onofrio.","Salons de 1673, 1699.","Collaborateur de Charles Le Brun à Versailles dès son retour de Rome (sculptures à divers endroits du parc et du chateau : Apollon, Diligence, Enfants, Nymphe, Nuit, Arion, Flore Farnèse).","PV. V, 181. N’est pas dans la correspondance. Jal (notice, 1042). Herluison 373, O. Fidière, Rambaud II, 519. Fichier Laborde, 12176. Lami, 1, 427-428. AKL 1934. Sanchez, 1416-1417. Thomassin (Corr. II, 106). | Souchal, François, French Sculptors of the 17th and 18th centuries. The Reign of Louis XIV, Londres, Faber and Faber, 1977-1993, notice vol. III, 212 et suiv."
